"subject","block","event","position","condition","response","rt","accuracy","experiment","test","chance"
3018777,3,1,6,"variable","3",1424.28,1,2,"spatial memory",0.25
3018777,3,3,5,"predictable","2",333.99,0,2,"spatial memory",0.25
3018777,3,1,1,"variable","4",167.76,0,2,"spatial memory",0.25
3018777,3,3,4,"predictable","2",240.32,1,2,"spatial memory",0.25
3018777,3,1,3,"variable","3",272.69,1,2,"spatial memory",0.25
3018777,3,3,6,"predictable","1",237.34,0,2,"spatial memory",0.25
3018777,3,1,4,"variable","3",213.22,0,2,"spatial memory",0.25
3018777,3,3,1,"predictable","2",549.47,0,2,"spatial memory",0.25
3018777,3,3,3,"predictable","2",483.82,0,2,"spatial memory",0.25
3018777,4,2,4,"predictable","2",1323.77,1,2,"spatial memory",0.25
3018777,4,4,5,"variable","3",678.1,0,2,"spatial memory",0.25
3018777,4,4,1,"variable","1",1202.64,1,2,"spatial memory",0.25
3018777,4,4,6,"variable","4",870.21,0,2,"spatial memory",0.25
3018777,4,2,3,"predictable","1",931.33,0,2,"spatial memory",0.25
3018777,4,2,6,"predictable","3",819.23,0,2,"spatial memory",0.25
3018777,4,4,4,"variable","3",799.47,0,2,"spatial memory",0.25
3018777,4,2,2,"predictable","3",925.46,0,2,"spatial memory",0.25
3018777,4,2,1,"predictable","3",867.31,1,2,"spatial memory",0.25
3018777,4,4,3,"variable","4",698.65,0,2,"spatial memory",0.25
3018777,4,4,2,"variable","1",771.64,0,2,"spatial memory",0.25
3018777,4,2,5,"predictable","2",569.52,0,2,"spatial memory",0.25
3018777,5,4,1,"variable","3",1906.18,0,2,"spatial memory",0.25
3018777,5,4,3,"variable","4",370.34,0,2,"spatial memory",0.25
3018777,5,4,5,"variable","1",240.37,0,2,"spatial memory",0.25
3018777,5,3,6,"predictable","2",235.58,0,2,"spatial memory",0.25
3018777,5,4,4,"variable","3",187.5,0,2,"spatial memory",0.25
3018777,5,3,5,"predictable","2",836.14,0,2,"spatial memory",0.25
3018777,5,4,6,"variable","3",268.95,0,2,"spatial memory",0.25
3018777,5,3,2,"predictable","4",263.21,0,2,"spatial memory",0.25
3018777,5,3,1,"predictable","1",253.42,0,2,"spatial memory",0.25
3018777,5,3,3,"predictable","2",229.68,0,2,"spatial memory",0.25
3018777,6,3,5,"variable","2",1892.93,1,2,"spatial memory",0.25
3018777,6,3,1,"variable","4",708.5,1,2,"spatial memory",0.25
3018777,6,4,2,"predictable","1",1239.43,0,2,"spatial memory",0.25
3018777,6,3,3,"variable","3",728.13,0,2,"spatial memory",0.25
3018777,6,4,6,"predictable","1",321.9,0,2,"spatial memory",0.25
3018777,6,4,1,"predictable","2",514.19,0,2,"spatial memory",0.25
3018777,6,3,6,"variable","3",820.29,1,2,"spatial memory",0.25
3018777,6,4,5,"predictable","2",1909.24,0,2,"spatial memory",0.25
3018777,6,4,3,"predictable","1",668.13,0,2,"spatial memory",0.25
3018777,6,3,2,"variable","4",602.69,0,2,"spatial memory",0.25
3018777,6,3,4,"variable","3",1036.47,1,2,"spatial memory",0.25
3018777,6,4,4,"predictable","2",580.31,1,2,"spatial memory",0.25
3018777,7,1,4,"predictable","2",1001.87,1,2,"spatial memory",0.25
3018777,7,2,1,"variable","4",268.49,0,2,"spatial memory",0.25
3018777,7,2,6,"variable","3",112.12,1,2,"spatial memory",0.25
3018777,7,1,6,"predictable","1",547.9,0,2,"spatial memory",0.25
3018777,7,2,5,"variable","3",337.69,0,2,"spatial memory",0.25
3018777,7,1,2,"predictable","2",250.23,1,2,"spatial memory",0.25
3018777,7,2,4,"variable","2",811.42,0,2,"spatial memory",0.25
3018777,7,1,1,"predictable","4",942.6,0,2,"spatial memory",0.25
3018777,7,1,3,"predictable","3",770.9,0,2,"spatial memory",0.25
3018777,7,2,2,"variable","4",386.47,0,2,"spatial memory",0.25
3018777,7,1,5,"predictable","1",269.78,1,2,"spatial memory",0.25
3018777,8,3,5,"variable","2",1189.57,0,2,"spatial memory",0.25
3018777,8,1,4,"predictable","4",262.35,0,2,"spatial memory",0.25
3018777,8,1,3,"predictable","3",188.3,0,2,"spatial memory",0.25
3018777,8,3,6,"variable","1",148.72,1,2,"spatial memory",0.25
3018777,8,3,4,"variable","4",226.39,0,2,"spatial memory",0.25
3018777,8,1,2,"predictable","3",493.51,0,2,"spatial memory",0.25
3018777,8,1,1,"predictable","2",235.82,0,2,"spatial memory",0.25
3018777,8,3,2,"variable","1",120.84,1,2,"spatial memory",0.25
3018777,8,3,1,"variable","4",109.59,1,2,"spatial memory",0.25
3018777,8,1,6,"predictable","2",222.28,0,2,"spatial memory",0.25
3018777,8,1,5,"predictable","1",348.46,1,2,"spatial memory",0.25
3019100,1,4,3,"predictable","4",2051.24,1,2,"spatial memory",0.25
3019100,1,4,1,"predictable","2",1676.36,0,2,"spatial memory",0.25
3019100,1,4,2,"predictable","2",936.11,1,2,"spatial memory",0.25
3019100,1,3,6,"variable","1",1700.52,1,2,"spatial memory",0.25
3019100,1,4,6,"predictable","4",1564.48,1,2,"spatial memory",0.25
3019100,1,3,3,"variable","3",1778.77,1,2,"spatial memory",0.25
3019100,1,3,1,"variable","2",1329.43,1,2,"spatial memory",0.25
3019100,1,3,4,"variable","3",1174.62,0,2,"spatial memory",0.25
3019100,1,3,5,"variable","3",972.25,1,2,"spatial memory",0.25
3019100,1,4,5,"predictable","1",1206.77,1,2,"spatial memory",0.25
3019100,1,4,4,"predictable","2",927.37,1,2,"spatial memory",0.25
3019100,1,3,2,"variable","1",1652.46,1,2,"spatial memory",0.25
3019100,2,1,1,"variable","2",1884.75,1,2,"spatial memory",0.25
3019100,2,2,5,"predictable","4",1850.88,0,2,"spatial memory",0.25
3019100,2,1,3,"variable","3",1224.95,1,2,"spatial memory",0.25
3019100,2,2,6,"predictable","4",1243.17,1,2,"spatial memory",0.25
3019100,2,1,6,"variable","3",1142.58,1,2,"spatial memory",0.25
3019100,2,2,3,"predictable","4",1723.66,1,2,"spatial memory",0.25
3019100,2,1,5,"variable","3",1217.92,0,2,"spatial memory",0.25
3019100,2,1,4,"variable","1",1169.9,1,2,"spatial memory",0.25
3019100,2,2,2,"predictable","2",1115.47,1,2,"spatial memory",0.25
3019100,2,2,1,"predictable","3",938.88,1,2,"spatial memory",0.25
3019100,2,1,2,"variable","1",1444.43,1,2,"spatial memory",0.25
3019100,2,2,4,"predictable","2",1145.37,1,2,"spatial memory",0.25
3019100,3,3,2,"variable","1",1425.49,0,2,"spatial memory",0.25
3019100,3,3,1,"variable","4",1742.3,1,2,"spatial memory",0.25
3019100,3,1,5,"predictable","2",1079.21,0,2,"spatial memory",0.25
3019100,3,1,6,"predictable","4",1017.17,1,2,"spatial memory",0.25
3019100,3,1,3,"predictable","4",851.53,1,2,"spatial memory",0.25
3019100,3,1,4,"predictable","2",894.38,1,2,"spatial memory",0.25
3019100,3,1,2,"predictable","2",1325.16,1,2,"spatial memory",0.25
3019100,3,3,5,"variable","1",1248.16,0,2,"spatial memory",0.25
3019100,3,3,6,"variable","1",920.26,1,2,"spatial memory",0.25
3019100,3,3,4,"variable","1",848.33,1,2,"spatial memory",0.25
3019100,3,1,1,"predictable","3",1256.92,1,2,"spatial memory",0.25
3019100,3,3,3,"variable","3",2184.44,1,2,"spatial memory",0.25
3019100,4,2,5,"predictable","1",1708.83,1,2,"spatial memory",0.25
3019100,4,4,3,"variable","1",1125.53,1,2,"spatial memory",0.25
3019100,4,2,1,"predictable","3",1022.04,1,2,"spatial memory",0.25
3019100,4,4,6,"variable","1",1417.51,1,2,"spatial memory",0.25
3019100,4,2,2,"predictable","2",1014.38,1,2,"spatial memory",0.25
3019100,4,4,2,"variable","3",1296.73,1,2,"spatial memory",0.25
3019100,4,2,3,"predictable","4",1191.37,1,2,"spatial memory",0.25
3019100,4,2,4,"predictable","2",972.94,1,2,"spatial memory",0.25
3019100,4,4,5,"variable","4",882.62,1,2,"spatial memory",0.25
3019100,4,4,1,"variable","3",2021.19,0,2,"spatial memory",0.25
3019100,4,2,6,"predictable","4",1511.39,1,2,"spatial memory",0.25
3019100,4,4,4,"variable","3",790.25,1,2,"spatial memory",0.25
3019100,5,1,5,"predictable","4",1887.88,0,2,"spatial memory",0.25
3019100,5,1,6,"predictable","4",1064.36,1,2,"spatial memory",0.25
3019100,5,1,4,"predictable","2",1095.55,1,2,"spatial memory",0.25
3019100,5,2,4,"variable","4",1188.09,1,2,"spatial memory",0.25
3019100,5,2,3,"variable","3",928.24,1,2,"spatial memory",0.25
3019100,5,1,3,"predictable","3",950.41,0,2,"spatial memory",0.25
3019100,5,2,5,"variable","2",1844.97,0,2,"spatial memory",0.25
3019100,5,1,2,"predictable","1",1480.44,0,2,"spatial memory",0.25
3019100,5,1,1,"predictable","3",917.36,1,2,"spatial memory",0.25
3019100,5,2,6,"variable","3",947.98,1,2,"spatial memory",0.25
3019100,5,2,2,"variable","4",892.81,1,2,"spatial memory",0.25
3019100,5,2,1,"variable","2",896.6,1,2,"spatial memory",0.25
3019100,6,2,5,"variable","4",1008.14,1,2,"spatial memory",0.25
3019100,6,4,1,"predictable","3",1471.69,1,2,"spatial memory",0.25
3019100,6,4,3,"predictable","3",1036.29,0,2,"spatial memory",0.25
3019100,6,2,1,"variable","4",2586.22,0,2,"spatial memory",0.25
3019100,6,2,4,"variable","3",1777.47,1,2,"spatial memory",0.25
3019100,6,4,2,"predictable","2",1110.85,1,2,"spatial memory",0.25
3019100,6,2,2,"variable","4",1085.27,1,2,"spatial memory",0.25
3019100,6,2,3,"variable","1",1243.47,1,2,"spatial memory",0.25
3019100,6,2,6,"variable","3",927.16,1,2,"spatial memory",0.25
3019100,6,4,6,"predictable","4",1004.93,1,2,"spatial memory",0.25
3019100,6,4,4,"predictable","2",2211.39,1,2,"spatial memory",0.25
3019100,6,4,5,"predictable","1",1146.87,1,2,"spatial memory",0.25
3019100,7,4,6,"variable","4",1296.39,1,2,"spatial memory",0.25
3019100,7,4,4,"variable","3",911.23,0,2,"spatial memory",0.25
3019100,7,3,1,"predictable","2",880.24,0,2,"spatial memory",0.25
3019100,7,3,3,"predictable","4",951.62,1,2,"spatial memory",0.25
3019100,7,3,4,"predictable","2",1106.43,1,2,"spatial memory",0.25
3019100,7,3,6,"predictable","4",1024.38,1,2,"spatial memory",0.25
3019100,7,3,5,"predictable","1",1018.07,1,2,"spatial memory",0.25
3019100,7,4,1,"variable","2",985.06,1,2,"spatial memory",0.25
3019100,7,4,5,"variable","3",886.73,1,2,"spatial memory",0.25
3019100,7,4,2,"variable","3",1119.04,1,2,"spatial memory",0.25
3019100,7,3,2,"predictable","2",918.04,1,2,"spatial memory",0.25
3019100,7,4,3,"variable","1",906.02,1,2,"spatial memory",0.25
3019100,8,1,6,"variable","4",1128.51,1,2,"spatial memory",0.25
3019100,8,3,6,"predictable","4",997.43,1,2,"spatial memory",0.25
3019100,8,3,4,"predictable","2",1690.67,1,2,"spatial memory",0.25
3019100,8,1,3,"variable","1",1208.93,1,2,"spatial memory",0.25
3019100,8,1,1,"variable","3",1128.67,0,2,"spatial memory",0.25
3019100,8,1,5,"variable","1",1163.15,1,2,"spatial memory",0.25
3019100,8,3,5,"predictable","1",1108.13,1,2,"spatial memory",0.25
3019100,8,1,2,"variable","4",1053.9,1,2,"spatial memory",0.25
3019100,8,3,1,"predictable","3",970.84,1,2,"spatial memory",0.25
3019100,8,3,2,"predictable","2",967.87,1,2,"spatial memory",0.25
3019100,8,1,4,"variable","3",948.48,1,2,"spatial memory",0.25
3019100,8,3,3,"predictable","4",2007.91,1,2,"spatial memory",0.25
3019239,1,3,6,"variable","4",1669.38,1,2,"spatial memory",0.25
3019239,1,4,1,"predictable","4",950.28,0,2,"spatial memory",0.25
3019239,1,4,4,"predictable","4",834.24,1,2,"spatial memory",0.25
3019239,1,4,2,"predictable","4",995.21,1,2,"spatial memory",0.25
3019239,1,3,1,"variable","3",945.04,1,2,"spatial memory",0.25
3019239,1,3,2,"variable","1",1200.23,0,2,"spatial memory",0.25
3019239,1,4,6,"predictable","3",1525.52,1,2,"spatial memory",0.25
3019239,1,3,3,"variable","1",845.45,1,2,"spatial memory",0.25
3019239,1,4,3,"predictable","4",1462.17,0,2,"spatial memory",0.25
3019239,1,4,5,"predictable","2",932.72,1,2,"spatial memory",0.25
3019239,1,3,4,"variable","1",906.56,0,2,"spatial memory",0.25
3019239,1,3,5,"variable","1",862.35,1,2,"spatial memory",0.25
3019239,2,2,1,"variable","2",2880.39,1,2,"spatial memory",0.25
3019239,2,4,2,"predictable","4",934.67,1,2,"spatial memory",0.25
3019239,2,2,4,"variable","3",946.99,1,2,"spatial memory",0.25
3019239,2,4,1,"predictable","1",949.84,1,2,"spatial memory",0.25
3019239,2,4,3,"predictable","3",764.8,1,2,"spatial memory",0.25
3019239,2,2,2,"variable","1",823.15,1,2,"spatial memory",0.25
3019239,2,2,6,"variable","2",915.92,0,2,"spatial memory",0.25
3019239,2,4,6,"predictable","2",980.43,0,2,"spatial memory",0.25
3019239,2,4,4,"predictable","4",686.7,1,2,"spatial memory",0.25
3019239,2,2,3,"variable","3",914.93,0,2,"spatial memory",0.25
3019239,2,2,5,"variable","4",702.28,1,2,"spatial memory",0.25
3019239,2,4,5,"predictable","1",767.33,0,2,"spatial memory",0.25
3019239,3,2,5,"variable","2",1601.11,0,2,"spatial memory",0.25
3019239,3,1,5,"predictable","1",1173,0,2,"spatial memory",0.25
3019239,3,2,2,"variable","2",1053.86,0,2,"spatial memory",0.25
3019239,3,1,3,"predictable","3",820.41,1,2,"spatial memory",0.25
3019239,3,2,1,"variable","4",768.74,1,2,"spatial memory",0.25
3019239,3,2,4,"variable","2",903.7,1,2,"spatial memory",0.25
3019239,3,1,1,"predictable","1",822.48,1,2,"spatial memory",0.25
3019239,3,1,2,"predictable","4",705.23,1,2,"spatial memory",0.25
3019239,3,1,4,"predictable","3",747.78,0,2,"spatial memory",0.25
3019239,3,1,6,"predictable","2",824.4,0,2,"spatial memory",0.25
3019239,3,2,3,"variable","3",906.75,0,2,"spatial memory",0.25
3019239,3,2,6,"variable","1",943.3,0,2,"spatial memory",0.25
3019239,4,4,3,"variable","1",1593.56,0,2,"spatial memory",0.25
3019239,4,4,1,"variable","3",1474.62,1,2,"spatial memory",0.25
3019239,4,2,6,"predictable","2",1176.13,0,2,"spatial memory",0.25
3019239,4,2,5,"predictable","3",1220.54,0,2,"spatial memory",0.25
3019239,4,4,4,"variable","4",881.23,1,2,"spatial memory",0.25
3019239,4,2,3,"predictable","4",881.87,0,2,"spatial memory",0.25
3019239,4,4,6,"variable","1",889.17,0,2,"spatial memory",0.25
3019239,4,2,4,"predictable","4",902.08,1,2,"spatial memory",0.25
3019239,4,4,5,"variable","1",871,1,2,"spatial memory",0.25
3019239,4,2,2,"predictable","4",789.44,1,2,"spatial memory",0.25
3019239,4,4,2,"variable","4",854.89,1,2,"spatial memory",0.25
3019239,4,2,1,"predictable","1",795.3,1,2,"spatial memory",0.25
3019239,5,4,4,"variable","2",1327.05,0,2,"spatial memory",0.25
3019239,5,3,4,"predictable","4",856.77,1,2,"spatial memory",0.25
3019239,5,4,3,"variable","1",827.91,0,2,"spatial memory",0.25
3019239,5,3,3,"predictable","3",1004.42,1,2,"spatial memory",0.25
3019239,5,3,2,"predictable","4",715.62,1,2,"spatial memory",0.25
3019239,5,4,5,"variable","2",951.59,0,2,"spatial memory",0.25
3019239,5,4,2,"variable","1",826.19,0,2,"spatial memory",0.25
3019239,5,3,1,"predictable","1",890.4,1,2,"spatial memory",0.25
3019239,5,3,6,"predictable","3",795.92,1,2,"spatial memory",0.25
3019239,5,4,1,"variable","4",740.42,1,2,"spatial memory",0.25
3019239,5,4,6,"variable","2",763.46,1,2,"spatial memory",0.25
3019239,5,3,5,"predictable","2",829.66,1,2,"spatial memory",0.25
3019239,6,3,1,"predictable","1",1515.51,1,2,"spatial memory",0.25
3019239,6,3,6,"predictable","2",2787.01,0,2,"spatial memory",0.25
3019239,6,1,2,"variable","1",1147.58,0,2,"spatial memory",0.25
3019239,6,1,5,"variable","3",1100.85,0,2,"spatial memory",0.25
3019239,6,3,4,"predictable","4",755.51,1,2,"spatial memory",0.25
3019239,6,1,3,"variable","1",922.32,1,2,"spatial memory",0.25
3019239,6,3,5,"predictable","2",821.62,1,2,"spatial memory",0.25
3019239,6,1,6,"variable","3",1593.35,1,2,"spatial memory",0.25
3019239,6,1,4,"variable","2",1364.15,0,2,"spatial memory",0.25
3019239,6,3,3,"predictable","4",1012.43,0,2,"spatial memory",0.25
3019239,6,1,1,"variable","4",794.19,1,2,"spatial memory",0.25
3019239,6,3,2,"predictable","4",747.25,1,2,"spatial memory",0.25
3019239,7,3,1,"variable","3",899.93,1,2,"spatial memory",0.25
3019239,7,1,6,"predictable","2",946.43,0,2,"spatial memory",0.25
3019239,7,3,3,"variable","4",1012.17,1,2,"spatial memory",0.25
3019239,7,1,2,"predictable","4",778.82,1,2,"spatial memory",0.25
3019239,7,1,5,"predictable","2",963.27,1,2,"spatial memory",0.25
3019239,7,3,6,"variable","1",796.89,1,2,"spatial memory",0.25
3019239,7,3,5,"variable","2",895.42,1,2,"spatial memory",0.25
3019239,7,3,2,"variable","2",959.95,1,2,"spatial memory",0.25
3019239,7,1,4,"predictable","4",692.31,1,2,"spatial memory",0.25
3019239,7,1,3,"predictable","3",808,1,2,"spatial memory",0.25
3019239,7,3,4,"variable","1",1095.95,1,2,"spatial memory",0.25
3019239,7,1,1,"predictable","1",795.57,1,2,"spatial memory",0.25
3019239,8,2,5,"predictable","2",1000.01,1,2,"spatial memory",0.25
3019239,8,1,4,"variable","1",946.51,1,2,"spatial memory",0.25
3019239,8,2,4,"predictable","4",858.26,1,2,"spatial memory",0.25
3019239,8,1,6,"variable","2",868.13,1,2,"spatial memory",0.25
3019239,8,2,2,"predictable","4",918.84,1,2,"spatial memory",0.25
3019239,8,2,3,"predictable","3",792.68,1,2,"spatial memory",0.25
3019239,8,2,6,"predictable","3",759.61,1,2,"spatial memory",0.25
3019239,8,1,2,"variable","2",1002.2,0,2,"spatial memory",0.25
3019239,8,2,1,"predictable","1",729.81,1,2,"spatial memory",0.25
3019239,8,1,3,"variable","2",827.48,1,2,"spatial memory",0.25
3019239,8,1,5,"variable","4",878.49,1,2,"spatial memory",0.25
3019239,8,1,1,"variable","3",674.33,1,2,"spatial memory",0.25
3019622,1,2,3,"predictable","1",1695,0,2,"spatial memory",0.25
3019622,1,1,5,"variable","4",970,1,2,"spatial memory",0.25
3019622,1,2,1,"predictable","1",995,1,2,"spatial memory",0.25
3019622,1,2,6,"predictable","3",2623,1,2,"spatial memory",0.25
3019622,1,1,1,"variable","3",1116,1,2,"spatial memory",0.25
3019622,1,2,5,"predictable","2",1085,1,2,"spatial memory",0.25
3019622,1,1,4,"variable","1",1080,1,2,"spatial memory",0.25
3019622,1,2,2,"predictable","4",861,1,2,"spatial memory",0.25
3019622,1,2,4,"predictable","4",595,1,2,"spatial memory",0.25
3019622,1,1,2,"variable","2",1248,1,2,"spatial memory",0.25
3019622,1,1,3,"variable","4",1272,1,2,"spatial memory",0.25
3019622,1,1,6,"variable","1",1141,0,2,"spatial memory",0.25
3019622,2,2,1,"predictable","1",1019,1,2,"spatial memory",0.25
3019622,2,4,1,"variable","3",1198,1,2,"spatial memory",0.25
3019622,2,2,4,"predictable","1",925,0,2,"spatial memory",0.25
3019622,2,2,3,"predictable","3",1134,1,2,"spatial memory",0.25
3019622,2,2,5,"predictable","4",1094,0,2,"spatial memory",0.25
3019622,2,4,4,"variable","1",839,1,2,"spatial memory",0.25
3019622,2,4,6,"variable","4",914,1,2,"spatial memory",0.25
3019622,2,2,2,"predictable","3",967,0,2,"spatial memory",0.25
3019622,2,4,5,"variable","2",886,1,2,"spatial memory",0.25
3019622,2,4,3,"variable","4",779,1,2,"spatial memory",0.25
3019622,2,2,6,"predictable","1",919,0,2,"spatial memory",0.25
3019622,2,4,2,"variable","1",938,1,2,"spatial memory",0.25
3019622,3,1,2,"variable","1",1069,0,2,"spatial memory",0.25
3019622,3,3,2,"predictable","4",947,1,2,"spatial memory",0.25
3019622,3,1,1,"variable","4",1073,1,2,"spatial memory",0.25
3019622,3,1,4,"variable","1",909,1,2,"spatial memory",0.25
3019622,3,3,6,"predictable","3",926,1,2,"spatial memory",0.25
3019622,3,1,6,"variable","2",1413,1,2,"spatial memory",0.25
3019622,3,3,3,"predictable","3",883,1,2,"spatial memory",0.25
3019622,3,3,4,"predictable","2",1022,0,2,"spatial memory",0.25
3019622,3,1,5,"variable","3",880,1,2,"spatial memory",0.25
3019622,3,3,5,"predictable","2",956,1,2,"spatial memory",0.25
3019622,3,1,3,"variable","3",831,1,2,"spatial memory",0.25
3019622,3,3,1,"predictable","1",789,1,2,"spatial memory",0.25
3019622,4,3,1,"variable","2",1767,1,2,"spatial memory",0.25
3019622,4,1,4,"predictable","4",788,1,2,"spatial memory",0.25
3019622,4,1,6,"predictable","3",777,1,2,"spatial memory",0.25
3019622,4,3,3,"variable","3",866,1,2,"spatial memory",0.25
3019622,4,3,6,"variable","1",909,1,2,"spatial memory",0.25
3019622,4,1,5,"predictable","2",1012,1,2,"spatial memory",0.25
3019622,4,3,4,"variable","1",802,1,2,"spatial memory",0.25
3019622,4,1,2,"predictable","4",776,1,2,"spatial memory",0.25
3019622,4,1,3,"predictable","3",696,1,2,"spatial memory",0.25
3019622,4,3,2,"variable","4",713,1,2,"spatial memory",0.25
3019622,4,1,1,"predictable","1",731,1,2,"spatial memory",0.25
3019622,4,3,5,"variable","4",656,1,2,"spatial memory",0.25
3019622,5,2,2,"variable","1",842,1,2,"spatial memory",0.25
3019622,5,2,4,"variable","1",932,1,2,"spatial memory",0.25
3019622,5,4,4,"predictable","4",691,1,2,"spatial memory",0.25
3019622,5,2,6,"variable","2",792,1,2,"spatial memory",0.25
3019622,5,2,3,"variable","2",925,1,2,"spatial memory",0.25
3019622,5,4,5,"predictable","2",1045,1,2,"spatial memory",0.25
3019622,5,2,5,"variable","4",722,1,2,"spatial memory",0.25
3019622,5,4,6,"predictable","3",715,1,2,"spatial memory",0.25
3019622,5,4,2,"predictable","4",1066,1,2,"spatial memory",0.25
3019622,5,2,1,"variable","3",766,1,2,"spatial memory",0.25
3019622,5,4,3,"predictable","3",807,1,2,"spatial memory",0.25
3019622,5,4,1,"predictable","1",888,1,2,"spatial memory",0.25
3019622,6,2,5,"variable","4",1392,1,2,"spatial memory",0.25
3019622,6,1,2,"predictable","3",820,0,2,"spatial memory",0.25
3019622,6,1,4,"predictable","4",831,1,2,"spatial memory",0.25
3019622,6,1,1,"predictable","1",807,1,2,"spatial memory",0.25
3019622,6,2,3,"variable","4",692,1,2,"spatial memory",0.25
3019622,6,2,2,"variable","1",764,1,2,"spatial memory",0.25
3019622,6,1,3,"predictable","3",859,1,2,"spatial memory",0.25
3019622,6,1,6,"predictable","3",919,1,2,"spatial memory",0.25
3019622,6,1,5,"predictable","2",575,1,2,"spatial memory",0.25
3019622,6,2,4,"variable","3",902,1,2,"spatial memory",0.25
3019622,6,2,1,"variable","2",787,1,2,"spatial memory",0.25
3019622,6,2,6,"variable","1",694,1,2,"spatial memory",0.25
3019622,7,4,1,"variable","2",1264,1,2,"spatial memory",0.25
3019622,7,3,3,"predictable","3",909,1,2,"spatial memory",0.25
3019622,7,4,3,"variable","1",712,0,2,"spatial memory",0.25
3019622,7,4,4,"variable","1",752,1,2,"spatial memory",0.25
3019622,7,3,4,"predictable","4",722,1,2,"spatial memory",0.25
3019622,7,3,1,"predictable","1",690,1,2,"spatial memory",0.25
3019622,7,3,5,"predictable","2",753,1,2,"spatial memory",0.25
3019622,7,4,2,"variable","4",708,1,2,"spatial memory",0.25
3019622,7,4,6,"variable","4",1340,1,2,"spatial memory",0.25
3019622,7,3,2,"predictable","4",788,1,2,"spatial memory",0.25
3019622,7,3,6,"predictable","3",805,1,2,"spatial memory",0.25
3019622,7,4,5,"variable","3",733,1,2,"spatial memory",0.25
3019622,8,3,5,"variable","2",1617,0,2,"spatial memory",0.25
3019622,8,3,3,"variable","3",887,0,2,"spatial memory",0.25
3019622,8,3,1,"variable","3",728,1,2,"spatial memory",0.25
3019622,8,3,4,"variable","4",777,1,2,"spatial memory",0.25
3019622,8,4,4,"predictable","4",775,1,2,"spatial memory",0.25
3019622,8,4,3,"predictable","3",757,1,2,"spatial memory",0.25
3019622,8,4,5,"predictable","2",952,1,2,"spatial memory",0.25
3019622,8,3,2,"variable","4",804,1,2,"spatial memory",0.25
3019622,8,4,6,"predictable","1",732,0,2,"spatial memory",0.25
3019622,8,4,2,"predictable","4",703,1,2,"spatial memory",0.25
3019622,8,4,1,"predictable","1",741,1,2,"spatial memory",0.25
3019622,8,3,6,"variable","4",945,0,2,"spatial memory",0.25
3019585,1,3,1,"variable","2",3596.23,1,2,"spatial memory",0.25
3019585,1,3,2,"variable","1",1194.27,0,2,"spatial memory",0.25
3019585,1,3,4,"variable","4",921.46,1,2,"spatial memory",0.25
3019585,1,1,4,"predictable","2",925.92,1,2,"spatial memory",0.25
3019585,1,3,3,"variable","1",783.83,1,2,"spatial memory",0.25
3019585,1,1,3,"predictable","4",763.09,1,2,"spatial memory",0.25
3019585,1,1,2,"predictable","2",743.16,1,2,"spatial memory",0.25
3019585,1,3,6,"variable","1",976.36,0,2,"spatial memory",0.25
3019585,1,1,1,"predictable","3",614.99,1,2,"spatial memory",0.25
3019585,1,3,5,"variable","1",924.97,1,2,"spatial memory",0.25
3019585,1,1,6,"predictable","4",826.91,1,2,"spatial memory",0.25
3019585,1,1,5,"predictable","1",1035.46,1,2,"spatial memory",0.25
3019585,2,2,4,"variable","4",3540.7,0,2,"spatial memory",0.25
3019585,2,1,6,"predictable","4",870.03,1,2,"spatial memory",0.25
3019585,2,2,1,"variable","2",866.73,1,2,"spatial memory",0.25
3019585,2,2,2,"variable","3",823.85,1,2,"spatial memory",0.25
3019585,2,1,5,"predictable","1",706.29,1,2,"spatial memory",0.25
3019585,2,2,6,"variable","1",1030.08,1,2,"spatial memory",0.25
3019585,2,1,2,"predictable","2",1404.77,1,2,"spatial memory",0.25
3019585,2,2,3,"variable","1",735.85,1,2,"spatial memory",0.25
3019585,2,2,5,"variable","4",839.46,1,2,"spatial memory",0.25
3019585,2,1,3,"predictable","3",735.2,0,2,"spatial memory",0.25
3019585,2,1,4,"predictable","2",771.2,1,2,"spatial memory",0.25
3019585,2,1,1,"predictable","3",773.78,1,2,"spatial memory",0.25
3019585,3,3,5,"variable","3",2996.53,0,2,"spatial memory",0.25
3019585,3,3,1,"variable","3",842.2,0,2,"spatial memory",0.25
3019585,3,3,2,"variable","1",941.33,1,2,"spatial memory",0.25
3019585,3,4,1,"predictable","3",732.51,1,2,"spatial memory",0.25
3019585,3,3,4,"variable","1",687.55,1,2,"spatial memory",0.25
3019585,3,3,3,"variable","3",795.83,1,2,"spatial memory",0.25
3019585,3,4,2,"predictable","2",629.74,1,2,"spatial memory",0.25
3019585,3,4,5,"predictable","4",916.97,0,2,"spatial memory",0.25
3019585,3,4,4,"predictable","2",740.6,1,2,"spatial memory",0.25
3019585,3,4,6,"predictable","4",1035.56,1,2,"spatial memory",0.25
3019585,3,4,3,"predictable","4",831.28,1,2,"spatial memory",0.25
3019585,3,3,6,"variable","1",669.45,0,2,"spatial memory",0.25
3019585,4,2,6,"variable","4",1799.48,0,2,"spatial memory",0.25
3019585,4,2,3,"variable","1",884.68,0,2,"spatial memory",0.25
3019585,4,2,5,"variable","2",822.37,1,2,"spatial memory",0.25
3019585,4,4,5,"predictable","3",855.08,0,2,"spatial memory",0.25
3019585,4,4,3,"predictable","2",1243.87,0,2,"spatial memory",0.25
3019585,4,2,2,"variable","3",1085.94,1,2,"spatial memory",0.25
